title,date,summary,link
"Trump imposes 25% tariff on some semiconductors, including Nvidia chips - Axios","Wed, 14 Jan 2026 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE4xYnpGeV9hcUlLTWNMNERTelhBcVpyQkRFWWt0Q21QNWIzNjBCS3pWTHhMWld5SEhjSWxFNFdDWmNCdl9KeDBGLVZWNkY1bFBFVXQxQ3hLaEFNc1EtZjZtWldWVmhRRzRqZVZZQjJmcFBQZw?oc=5"" target=""_blank"">Trump imposes 25% tariff on some semiconductors, including Nvidia chips</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>",https://news.google.com/rss/articles/CBMickFVX3lxTE4xYnpGeV9hcUlLTWNMNERTelhBcVpyQkRFWWt0Q21QNWIzNjBCS3pWTHhMWld5SEhjSWxFNFdDWmNCdl9KeDBGLVZWNkY1bFBFVXQxQ3hLaEFNc1EtZjZtWldWVmhRRzRqZVZZQjJmcFBQZw?oc=5
Trump enacts 25% tariff on chips — with a caveat - CNN,"Wed, 14 Jan 2026 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTFA1RUJiOVplSmtUQThQSnhCbXYwSVdtLWVsQktBM2NnV1lZbTBObTFkQ3VONG1VNXBZclFrVzFIUGxvZUJHdGltUHhEc3kxQ3oxc1VLSms5dzNnbVFlbnZzdlBwQQ?oc=5"" target=""_blank"">Trump enacts 25% tariff on chips — with a caveat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>",https://news.google.com/rss/articles/CBMiY0FVX3lxTFA1RUJiOVplSmtUQThQSnhCbXYwSVdtLWVsQktBM2NnV1lZbTBObTFkQ3VONG1VNXBZclFrVzFIUGxvZUJHdGltUHhEc3kxQ3oxc1VLSms5dzNnbVFlbnZzdlBwQQ?oc=5
Trump’s Chip Strategy Needs Recalibration - Just Security,"Mon, 15 Dec 2025 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxQb3RldXluM0xCWkoxZldNYmN0aWduVEVsMFAtekVXRGVQem0zR1hpQWM4aEVZOU5YWEVXT0hqSFpNcGRCT0V4SUVPWHM4Tk9JLVpic3hWdVRtMDRMWWM1UUlPanBTYk5GcUtjcGM5TUxWUFEyekRsejgxV3dMdDY1SDdR?oc=5"" target=""_blank"">Trump’s Chip Strategy Needs Recalibration</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Just Security</font>",https://news.google.com/rss/articles/CBMiggFBVV95cUxQb3RldXluM0xCWkoxZldNYmN0aWduVEVsMFAtekVXRGVQem0zR1hpQWM4aEVZOU5YWEVXT0hqSFpNcGRCT0V4SUVPWHM4Tk9JLVpic3hWdVRtMDRMWWM1UUlPanBTYk5GcUtjcGM5TUxWUFEyekRsejgxV3dMdDY1SDdR?oc=5
Chipmakers have mixed reactions to Trump’s phase-one tariffs - Manufacturing Dive,"Tue, 20 Jan 2026 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxNeXFwemNYRFdwemdINGdCVmpwajJhd2VfZndBWU5nbGppMXZqd2ZJY3VwbjdjTmQ5X1ZkV2M0SmVQZnUtc2p4R3VySlRUYVZWNmozV2hpSEdKN3FwQXl0VXp3alV1Sy1uSHJXVkxGeURpUXp0QXpUbTlFQzIxSk5mSm1aMEFCZFg1VkttaWtoUlNCQ3VLOFFnOEEwOW5BYnNEU25ZZmdpbEJUTVlpTGpsVEVZN0Zab3c4bkhLYWttR1Y?oc=5"" target=""_blank"">Chipmakers have mixed reactions to Trump’s phase-one tariffs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Manufacturing Dive</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNeXFwemNYRFdwemdINGdCVmpwajJhd2VfZndBWU5nbGppMXZqd2ZJY3VwbjdjTmQ5X1ZkV2M0SmVQZnUtc2p4R3VySlRUYVZWNmozV2hpSEdKN3FwQXl0VXp3alV1Sy1uSHJXVkxGeURpUXp0QXpUbTlFQzIxSk5mSm1aMEFCZFg1VkttaWtoUlNCQ3VLOFFnOEEwOW5BYnNEU25ZZmdpbEJUTVlpTGpsVEVZN0Zab3c4bkhLYWttR1Y?oc=5
How A.I. Was the Elephant in the Room at the Trump-Xi Summit - Time Magazine,"Fri, 15 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxOTFJfUlRyOXZzTHZOU0c3VWJBUXhzekNpbUZsa3ZSSkRqUXF3aHMxZ0FDYmRMTG02MHVOeDVqYmMwRG5qTzhoUDIzb3hxRUotX25CcjY5XzFDTFdZeUNEcF9YN1NNUDdicjJOSDk1RE9SUWpkbVdsNHhtMnd4Tk85T1lxWldJa19zcmpkdA?oc=5"" target=""_blank"">How A.I. Was the Elephant in the Room at the Trump-Xi Summit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Time Magazine</font>",https://news.google.com/rss/articles/CBMijAFBVV95cUxOTFJfUlRyOXZzTHZOU0c3VWJBUXhzekNpbUZsa3ZSSkRqUXF3aHMxZ0FDYmRMTG02MHVOeDVqYmMwRG5qTzhoUDIzb3hxRUotX25CcjY5XzFDTFdZeUNEcF9YN1NNUDdicjJOSDk1RE9SUWpkbVdsNHhtMnd4Tk85T1lxWldJa19zcmpkdA?oc=5
"Apple agrees to build chips with Intel in the U.S., Trump says - CTech","Thu, 18 Jun 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE10VThHcXFiTGJOOXB1M0l6M2JmeGhaRjRYdnlKZ1Y5RTEwR3Bnbl9mN0lJSkxNd1hqc1hvSm5UVzV5RGRldU15UXRTZFBCejlMaHlya3k5NkhxOWJYeWpnbVg2RHFFSUk?oc=5"" target=""_blank"">Apple agrees to build chips with Intel in the U.S., Trump says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CTech</font>",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE10VThHcXFiTGJOOXB1M0l6M2JmeGhaRjRYdnlKZ1Y5RTEwR3Bnbl9mN0lJSkxNd1hqc1hvSm5UVzV5RGRldU15UXRTZFBCejlMaHlya3k5NkhxOWJYeWpnbVg2RHFFSUk?oc=5
Trump’s kowtow to China on Taiwan risks tech disaster for the U.S. and the world | Opinion - Inquirer.com,"Sun, 07 Jun 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNMldaanlfeGhRSG9QQzF6R0F1NHByS0hvVnpjRUNpTlZmN1dYRmNaU2w0dWU4d29YR0UwRXJTbGpaLUZPcWZTRnJ6Rk1ONFpjNzhrbWpRTnNlN3hyYWtwS0h6dm5LV3hVb2h2OUNkZ1ZVUWlEOVNRN3R5RjJPaUp6MzI3aGgxRVdONkZIY1hZSldxc01XUWRwQjNmWV9KRHVHNVhSdXBxMDBZZw?oc=5"" target=""_blank"">Trump’s kowtow to China on Taiwan risks tech disaster for the U.S. and the world | Opinion</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.com</font>",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNMldaanlfeGhRSG9QQzF6R0F1NHByS0hvVnpjRUNpTlZmN1dYRmNaU2w0dWU4d29YR0UwRXJTbGpaLUZPcWZTRnJ6Rk1ONFpjNzhrbWpRTnNlN3hyYWtwS0h6dm5LV3hVb2h2OUNkZ1ZVUWlEOVNRN3R5RjJPaUp6MzI3aGgxRVdONkZIY1hZSldxc01XUWRwQjNmWV9KRHVHNVhSdXBxMDBZZw?oc=5
US plans Big Tech carve-out from next wave of chip tariffs - Financial Times,"Mon, 09 Feb 2026 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxPWDd2UEdfeDhENHNkaFdpNU9MTjNiSml6NVl2UDg1MEJObE43c0tlV2dOdFZnMTR2bW9jNDZWdUt5YUxMVjgtbm5LNE9kc0lHczc5VWs4ZDFWQzNUNWR4YmJEanBneUNlWWhsc1hhY0JoWlhDTWtBYjNobGlaM1BtRWN3cUk?oc=5"" target=""_blank"">US plans Big Tech carve-out from next wave of chip tariffs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>",https://news.google.com/rss/articles/CBMihAFBVV95cUxPWDd2UEdfeDhENHNkaFdpNU9MTjNiSml6NVl2UDg1MEJObE43c0tlV2dOdFZnMTR2bW9jNDZWdUt5YUxMVjgtbm5LNE9kc0lHczc5VWs4ZDFWQzNUNWR4YmJEanBneUNlWWhsc1hhY0JoWlhDTWtBYjNobGlaM1BtRWN3cUk?oc=5
Trump Imposes Limited Tariffs on Foreign Semiconductors - The New York Times,"Wed, 14 Jan 2026 08:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxONExmSnFMaW9RSkUzU1JqeE8zZmF6NS10c3A5UVVMTWRzT0hvS2ZkbElodXJELXNpa1BrZ0RPNXN0Y281MG5KaFh2U3ZIYnlFaEx6cE5SODRYeTN0d2g3eWktVEVHSmhHR0lqY0xRdlZ5LWhuTk9GR3BzSzFQTXBXVVVn?oc=5"" target=""_blank"">Trump Imposes Limited Tariffs on Foreign Semiconductors</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",https://news.google.com/rss/articles/CBMiggFBVV95cUxONExmSnFMaW9RSkUzU1JqeE8zZmF6NS10c3A5UVVMTWRzT0hvS2ZkbElodXJELXNpa1BrZ0RPNXN0Y281MG5KaFh2U3ZIYnlFaEx6cE5SODRYeTN0d2g3eWktVEVHSmhHR0lqY0xRdlZ5LWhuTk9GR3BzSzFQTXBXVVVn?oc=5
Trump says Taiwan 'stole our chip industry' — but TSMC was built by a US citizen and 25-year Texas Instruments veteran - Yahoo Finance,"Tue, 19 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxPQVlzZFdYTXExWk51YzBOY2ZZZGc2WUkxc1BBa1UzbGtEOE9HRzRKemlMVzRwa3ZleWkybnlhZ0hOOElBRzA0QVE4WEhtUm9rcVN5dTRpbFRURldKNnRVUGZMb2YxVS1jNGtSc04xVlFhdFk0V3ppY2o2SWFtOXNpRXdfRWxaS3ZlNE9KSUpIVi1lYVZZTHJfRGNvam5PZw?oc=5"" target=""_blank"">Trump says Taiwan 'stole our chip industry' — but TSMC was built by a US citizen and 25-year Texas Instruments veteran</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxPQVlzZFdYTXExWk51YzBOY2ZZZGc2WUkxc1BBa1UzbGtEOE9HRzRKemlMVzRwa3ZleWkybnlhZ0hOOElBRzA0QVE4WEhtUm9rcVN5dTRpbFRURldKNnRVUGZMb2YxVS1jNGtSc04xVlFhdFk0V3ppY2o2SWFtOXNpRXdfRWxaS3ZlNE9KSUpIVi1lYVZZTHJfRGNvam5PZw?oc=5
