title,date,summary,link
"Trump Tariff Tracker – July 2, 2026 (via Passle) - Baker Botts",2026-07-02,"Trump Tariff Tracker – July 2, 2026 (via Passle)&nbsp;&nbsp;Baker Botts",https://news.google.com/rss/articles/CBMiggFBVV95cUxOMEtpWUN4ZVFJU3k1ekVmcWo4alZCenR6RGJTVzBGZi16SVU4dDRZQUhNMnBoYl9RWmR4YlRLVFg3SjZmakxsdkhqSGJpNjVNeGpSX2prSm0tYzE1N1d2TDdRN1B3aDBPY3hfMWRyZ3pmU21XNjFhNTdLXzFkbUcwYmhB?oc=5
U.S. Declines to Renew Trade Pact With Mexico And Canada. Here's What It Means for Each Country - Time Magazine,2026-07-02,U.S. Declines to Renew Trade Pact With Mexico And Canada. Here's What It Means for Each Country&nbsp;&nbsp;Time Magazine,https://news.google.com/rss/articles/CBMikgFBVV95cUxNbkpIREo4NF9PaDgtNTI2am1yQUJ3TF9BXzI5aUdqVXRyMkYyZ1FoNTJXWTZCcEV0ZllSWUx6SklnRXJSWGtFbkNLY3RmM3NYZmZoeVVlRzNaUWNySTVhY3Jyb3F6UmZsLUZDWl9kUUtKNTNzVl8yQk1CMjVUXzljbVRFTHN0VERJSEIyUmxheGtNUQ?oc=5
Looking at Trump’s trade agenda - Pet Food Processing,2026-07-06,Looking at Trump’s trade agenda&nbsp;&nbsp;Pet Food Processing,https://news.google.com/rss/articles/CBMihgFBVV95cUxONm1zdFNCSXNPY2tYQ2dQMXJzX2NPQXo1TkVxdjY1Vl9KNVhFMldOTGFvX3NJQjhCSG94WjR0Smx5Q19zNi1xcG5LRUVqb21QRzllWVJNVExwVDliQkFfenRBRVJWZExpbjVNaVhwMTBhaWM1cUhqZ3hrNXR5S1lubHpzZjVHQQ?oc=5
Trump Refuses to Renew USMCA: What Does That Mean for Automotive Trade in North America? - Car and Driver,2026-07-02,Trump Refuses to Renew USMCA: What Does That Mean for Automotive Trade in North America?&nbsp;&nbsp;Car and Driver,https://news.google.com/rss/articles/CBMikgFBVV95cUxQR3g3YjN3aldlbGt6c193V2NHbVFRZk8tZnRGVWpJNHVnbTJIOE43ajE2NWNjd01UUWxfdUlSeVFqaHNuSWpBR29kZW5waGJHMWxTTnFOZnZUTU8zMkQwTUJ1U0NrcDNsdmNtNTBabGE3TDJJWC0zTVo4RjlNaFR2cG8zdlQ5ZDM1SGJPUWhFNnpjdw?oc=5
"America Was Not Founded by 'Tariff Men,' Contrary to This Painting in Trump's White House - Reason Magazine",2026-07-05,"America Was Not Founded by 'Tariff Men,' Contrary to This Painting in Trump's White House&nbsp;&nbsp;Reason Magazine",https://news.google.com/rss/articles/CBMid0FVX3lxTFBnUV9VbU9zOUZJYWhxcGhiMXhndmU1RTNoRm9JTWduc3JGdmQ3WktqS2ZpWUlXMFRWd1hMZWFSa2hLV0F1QkhCZ09qTkNuYjZ4MHlzVDIzMkFSanhURWxreUtjbDlmN254SDc5ZFB5bzVGZS1hZ0pv?oc=5
LegalZoom Stock And 2 Compliance Software Picks For Trump Tariff Uncertainty - simplywall.st,2026-07-06,LegalZoom Stock And 2 Compliance Software Picks For Trump Tariff Uncertainty&nbsp;&nbsp;simplywall.st,https://news.google.com/rss/articles/CBMixAFBVV95cUxNaWRiRFBrLXhmRUpkMUZRSmhUZUlnWGIyVk51dUJNaG52eHo2YUlMOVZDTXJIT3hIMy1uSEI3OHVMc015blRuZEdOOEI0SXhrdzllTWtBSlh3R3htWkFSVVUtWFBPSWtUbGZBWGJKR2x0MTVnSVZFbWs3blJobGJFM2p6cGhZQVZTZkViS1JtVkF4eVFqRFN3TzhqcVVCVHFuM19FUGRFSDhMdFFkOG83WDFsaWNPUmRTRjE4TWE1UWRjRGF00gHKAUFVX3lxTFBEUkFlM29QcndoZHU0Q1J6SXJNOGZTa193LVd2ME5hMHdqY0RKSHVuRnlJMnJhV1JURlViVkJBaW9lLVd6LXRiSkx2TWZyc2lJWll4UWoweXM0QS04cjN2NHd6eEFrMHNCSUxILVdtYndNMTJTejk3VDF5cERlZnJkQXYtWnppelRpR2ZINmVmWnAwb25BcmFZbTFyVkFkLXdMRXJQVjhUaUZIX2RheDZvTGVVWjFtX05QOXVhZV9pV3Y4Ui1WX0ZDa3c?oc=5
What the Supreme Court didn’t answer about Trump’s Section 301 tariffs - The Hill,2026-07-02,What the Supreme Court didn’t answer about Trump’s Section 301 tariffs&nbsp;&nbsp;The Hill,https://news.google.com/rss/articles/CBMimAFBVV95cUxOTGJNa2prUXF6aVliMVAyZHZERDFDbW9MU1kyaHZaNlFDUFd2NmxXLVAwQVh3eVVMT3ZrcHFKdk9JMGNwYUo1ZV9YZnZsMFV2N2xfc3pPbm1TQVhIVDVPS2FYRUxSeDVjZUg0aTREazY5VnV3OGJqVFdSazdCWWJPamIyWEVuU2NGU1ZEdFI0MXc3ajlyeFROUNIBngFBVV95cUxPRGlsSkZHRGFaRTE4NEIwcFZKU2MteS1sR0J6ejJYQmVIWHZBaHluTVZpeDBwWjduRnRVSndjYk9GYllhYUplZUNvOEQ4T3duSUFmNTBQOFZLMkVZNU1PUXhXUGI5ekxEVm9NSlJ3Njl6R0RKMzNVMG14Y3R4SkRBaTYtMXk1RFlZay1lMVNsVEtTSEFwMXZhT3RnYkV1dw?oc=5
Trump refuses to renew US-Canada-Mexico trade pact he once championed - The Guardian,2026-07-01,Trump refuses to renew US-Canada-Mexico trade pact he once championed&nbsp;&nbsp;The Guardian,https://news.google.com/rss/articles/CBMifEFVX3lxTE9JdUJ4WTJLdGVvamtwSTNYLVRyM0ZYRmZ6OU9fVElGR0VUd0d4VGxyRFZrZHlXMkFwZHIxQ0w4UVJ2RDR2bUNtYlNDSGhRRE1zNWliRDFVeC0tNkhobVF2dHFHYnVUTk13bU9BS2lXN1J1RXVXNms2bXp2Mzc?oc=5
Will Trump’s New Tariffs Wipe Out Importers’ IEEPA Refunds? - Supply Chain Brain,2026-07-06,Will Trump’s New Tariffs Wipe Out Importers’ IEEPA Refunds?&nbsp;&nbsp;Supply Chain Brain,https://news.google.com/rss/articles/CBMipwFBVV95cUxQSktLVmx4WWs0TktCbGhzaTFUcnd1Zmpsc0RlVDdLUHVkdlplU1h4YnFWR1dCb3dMZkNhejFJQ0hpSm5DdlE5ZVRBOEV3RGMwaXA3SXQxcFkza0JMUkxESDU0MU5FN3NHNWJKamE0bDYzdG1BYUFBWHhjVWRTRXhOYWo3MU50RUF5WEkwazFlbFRrbTJLQ3U1ZzBuSDdqVWJ4cEZfMUljOA?oc=5
A Belgian diamond group is gifting Trump a lavish ring after that industry won tariff relief - PBS,2026-07-03,A Belgian diamond group is gifting Trump a lavish ring after that industry won tariff relief&nbsp;&nbsp;PBS,https://news.google.com/rss/articles/CBMixgFBVV95cUxPVmVoZkwtd19iR01Cb05NY2RIblVqSVVOVnlqZWZadk1BWEVvVlBnc2E3c0x3US1ULTQwNWxlRTFjcGN3SjJONnplbmlYeEFKMVF0T00xQUx1OHJhT3p0UldSdUZMTTN5NE5KMzdwaUE5bTFiczJ2eldBdFNOT29BVEktdk1Fd0JxZFVOUnQ0cXM3VVcwSEdZMDB0dXc0M282aGRUX3d3dlRJZWZPTDR2ek5nZnVjc0UybDlGbWdGb3dtMGJwTEE?oc=5
